name,host_id,host_name,host_since,host_since_years,Seasons,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,host_has_profile_pic,neighbourhood,city,state,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,price_range,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
Georgetown Apt 1/2 Block from M St!,30664423,Anne,4/5/15,2015,4,1,1,1,0,1,48,Washington,DC,20007,14,0,1,1,2,1,1,1,Real Bed,170,3,0,0,0,0,1,$0.00 ,3,1125,306,10/3/15,12,6/12/15,9/28/15,100,10,10,1,1,0,0,1,3.16
Historic Georgetown Roomy Engbasemt,27843930,Robert,2/16/15,2015,3,1,1,1,1,1,48,Washington,DC,20007,14,0,1,1,2,1,1,1,Real Bed,120,2,800,2800,100,30,2,$60.00 ,2,1125,61,10/3/15,10,4/1/15,8/31/15,82,9,7,1,1,0,0,1,1.61
2 bedroom/2 bath in Georgetown,13817352,Pam,4/2/14,2014,4,1,16,16,1,1,48,Washington,DC,20007,14,0,1,1,5,2,2,3,Real Bed,415,5,0,5500,0,0,3,$15.00 ,1,1125,349,10/3/15,1,9/21/15,9/21/15,100,10,10,1,1,0,0,16,1
1 Bdrm in heart of Georgetown!,8014768,Ashley,8/7/13,2013,3,1,1,1,0,1,48,Washington,DC,20007,14,0,1,1,3,1,1,1,Real Bed,175,3,0,0,200,75,1,$0.00 ,2,1125,76,10/2/15,3,7/5/15,8/30/15,100,10,10,1,2,0,0,1,0.99
Elegant Georgetown Brownstone,16952136,Meaghan,6/18/14,2014,3,1,1,1,0,1,48,Washington,DC,20007,14,0,8,1,4,1.5,2,3,Real Bed,400,5,2200,7000,500,100,4,$150.00 ,3,1125,268,10/2/15,7,7/6/14,7/29/15,100,10,9,1,3,0,0,1,0.46
"2) Bright, Peaceful Georgetown Room",23569717,Eric,11/10/14,2014,4,1,2,2,0,1,15,Washington,DC,20007,14,0,8,2,1,1,1,1,Real Bed,65,2,385,1125,0,15,1,$15.00 ,3,120,292,10/2/15,18,11/26/14,9/15/15,92,10,9,1,3,0,0,2,1.73
Huge upstairs room in Georgetown!,2935817,Kirby,7/14/12,2012,4,1,4,4,0,1,15,Washington,DC,20007,14,0,8,2,2,1,1,1,Real Bed,65,2,450,1600,0,10,1,$10.00 ,6,1125,115,10/3/15,6,11/26/12,10/17/14,84,8,7,1,3,0,0,4,0.17
Two bedroom/2 bath in Georgetown,13817352,Pam,4/2/14,2014,0,1,16,16,1,1,48,Washington,DC,20007,14,0,1,1,5,2,2,3,Real Bed,515,6,1666,5880,0,0,3,$15.00 ,2,1125,320,10/2/15,0,0,0,0,0,0,1,1,0,0,16,0
"Beautiful Georgetown Apt, Great loc",8068655,Colby,8/10/13,2013,4,1,2,2,0,1,15,Washington,DC,20007,14,0,1,1,4,1,1,2,Real Bed,135,2,850,3000,200,85,2,$25.00 ,2,200,311,10/2/15,36,8/24/13,9/25/15,91,9,9,0,3,0,0,1,1.4
Charming Georgetown Apartment,14554963,Ellen,4/21/14,2014,3,1,1,1,0,1,48,Washington,DC,20007,14,0,1,1,2,1,1,1,Real Bed,120,2,750,2100,0,20,1,$0.00 ,2,1125,115,10/2/15,2,7/10/15,8/17/15,100,10,10,0,2,0,0,1,0.7
Gorgeous G-Town Apartment,43968214,Grace,9/11/15,2015,0,1,1,1,1,1,48,Washington,DC,20007,14,0,1,1,2,1.5,1,1,Real Bed,180,3,1000,4000,0,20,1,$0.00 ,1,1125,361,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
Jewel Box in Georgetown 3 BR 3 Bath,8008783,Cliff,8/7/13,2013,3,1,30,30,0,1,48,Washington,DC,20007,14,0,8,1,10,3,3,5,Real Bed,500,5,3400,12000,0,220,6,$5.00 ,3,999,320,10/2/15,11,11/5/13,8/24/15,88,9,9,1,3,0,0,27,0.47
Perfect between Georgetown & Dupont,1648327,Joanna,1/24/12,2012,2,1,1,1,0,1,48,Washington,DC,20007,14,0,1,1,2,1,1,1,Real Bed,189,3,1100,3999,99,39,1,$0.00 ,1,30,361,10/2/15,2,2/19/14,5/19/14,90,10,10,1,3,0,0,1,0.1
Big Georgetown Apt. with big patio,1799724,Daniel,2/23/12,2012,0,1,1,1,0,1,48,Washington,DC,20007,14,0,1,1,2,1,1,1,Real Bed,118,2,690,0,200,60,1,$30.00 ,5,24,321,10/2/15,0,0,0,0,0,0,1,3,0,0,1,0
Georgetown 2BR Modern House Parking,5598784,Christian,3/24/13,2013,3,1,1,1,0,1,48,Washington,DC,20007,14,0,8,1,5,1,2,2,Real Bed,439,5,0,0,300,0,1,$0.00 ,2,8,280,10/3/15,11,3/24/14,7/25/15,95,9,10,1,2,0,0,1,0.59
1BR 2Bath In Heart of Georgetown!,3843817,Keyless,10/12/12,2012,4,1,2,2,0,1,48,Washington,DC,20007,14,0,1,1,6,1.5,1,2,Real Bed,220,3,0,0,150,100,4,$25.00 ,1,1125,345,10/2/15,1,9/18/15,9/18/15,100,10,10,1,3,0,0,1,1
Newly Renovated Georgetown Townhome,30168636,Michael,3/28/15,2015,4,0,1,1,1,1,48,Washington,DC,20007,14,0,8,1,6,1,2,2,Real Bed,300,4,1850,6900,0,40,1,$0.00 ,2,1125,312,10/3/15,32,4/10/15,9/25/15,98,10,10,1,1,0,0,1,5.42
Georgetown Apartment,37904773,Kevin,7/8/15,2015,3,1,1,1,0,1,48,Washington,DC,20007,14,0,1,1,2,1,1,1,Real Bed,165,3,0,0,0,0,1,$0.00 ,1,1125,363,10/3/15,2,7/17/15,7/24/15,100,10,10,1,1,0,0,1,0.76
Georgetown Private Room/Suite,14633972,Edward  Chip,4/23/14,2014,2,1,1,1,1,1,48,Washington,DC,20007,14,0,8,2,1,1,1,1,Real Bed,90,2,0,0,150,0,1,$0.00 ,3,27,294,10/3/15,8,5/20/14,4/19/15,90,9,9,1,2,0,0,1,0.48
Quaint One Bedroom in Georgetown,16043782,John,5/27/14,2014,2,1,1,1,0,1,48,Washington,DC,20007,14,0,1,1,2,1,1,1,Real Bed,185,3,0,0,150,80,1,$0.00 ,2,1125,123,10/2/15,1,5/18/15,5/18/15,100,10,10,1,2,0,0,1,0.22
Apartment by the White House,37695534,Casey,7/6/15,2015,4,1,1,1,0,1,61,Washington,DC,20005,14,0,1,1,2,1,0,1,Real Bed,125,2,0,0,0,38,1,$29.00 ,1,1125,348,10/3/15,5,7/14/15,9/29/15,100,10,10,1,1,0,0,1,1.83
Gorgeous and Spacious 1 Bdr.,8437241,Mauricio,8/26/13,2013,0,1,1,1,1,1,96,Washington,DC,20009,14,0,1,1,4,1,1,1,Real Bed,120,2,0,0,0,0,4,$20.00 ,2,1125,25,10/3/15,0,0,0,0,0,0,1,3,0,0,1,0
Dupont Circle Private Bathroom,1386702,John,11/8/11,2011,4,1,12,12,1,1,96,Washington,DC,20009,14,0,8,2,3,1,1,1,Real Bed,100,2,0,0,0,0,1,$7.00 ,2,180,167,10/2/15,24,12/17/13,9/18/15,96,10,9,0,3,0,0,12,1.1
Sunny 1 BD Heart of Dupont Circle,8003799,Stefanie,8/7/13,2013,4,1,1,1,1,1,32,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,110,2,600,1995,0,0,2,$25.00 ,2,1125,0,10/2/15,4,8/17/15,9/21/15,93,10,10,1,3,0,0,1,2.5
"Dupont Logan-Circle, U St, Adams  4",5487930,Mark,3/16/13,2013,2,1,5,5,0,1,96,Washington,DC,20009,14,0,1,2,2,2.5,1,2,Real Bed,110,2,775,2150,0,50,1,$15.00 ,7,365,321,10/2/15,6,11/3/14,5/30/15,97,9,8,1,3,0,0,5,0.54
JR 1 BR with Killer View,23568231,Richard,11/10/14,2014,4,1,1,1,0,1,96,Washington,DC,20009,14,0,1,1,3,1,1,1,Real Bed,220,3,1320,4620,0,50,2,$0.00 ,1,1125,365,10/2/15,3,5/17/15,9/29/15,100,10,10,1,1,0,0,1,0.64
Sunny Bedroom in historic building,20415129,Elaine,8/22/14,2014,4,1,4,4,0,1,96,Washington,DC,20009,14,0,1,2,2,1,1,1,Real Bed,112,2,550,0,0,20,1,$0.00 ,1,1125,330,10/2/15,23,12/22/14,9/22/15,97,10,10,1,1,0,0,1,2.41
Cheap&Convenient Room near  Dupont,30276287,Tiantian,3/30/15,2015,0,1,1,1,0,1,61,Washington,DC,20005,14,0,1,3,1,1,1,1,Real Bed,40,1,0,0,0,30,1,$0.00 ,4,1125,53,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
2BD in Dupont Circle with a view!,2126131,Sarah,4/12/12,2012,3,1,2,2,0,1,32,Washington,DC,20009,14,0,1,1,4,1,2,2,Real Bed,250,3,0,0,0,0,1,$10.00 ,1,4,259,10/3/15,2,11/20/14,6/15/15,100,10,9,1,3,1,1,2,0.19
1B/1B Dupont Apt w/private entrance,29462405,Jeff,3/16/15,2015,4,1,2,2,0,1,96,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,150,2,0,0,0,0,1,$0.00 ,2,1125,331,10/3/15,10,5/7/15,9/27/15,98,10,10,1,1,0,0,1,2
Studio apartment in Dupont/West End,8093580,Fabiana,8/11/13,2013,2,1,1,1,1,1,32,Washington,DC,20008,14,0,1,1,2,1,0,1,Real Bed,96,2,500,1975,0,70,1,$10.00 ,1,365,326,10/3/15,2,8/24/14,5/20/15,80,10,6,1,3,0,0,1,0.15
"Location, Location, and Lovely!",20236500,Carl,8/18/14,2014,3,1,2,2,0,1,32,Washington,DC,20009,14,0,1,1,2,1,0,1,Real Bed,113,2,675,2370,2300,100,1,$0.00 ,7,1125,318,10/3/15,2,3/7/15,8/20/15,100,10,10,1,3,0,0,2,0.28
Sunny Apt in Dupont Circle,20626289,Kate,8/27/14,2014,2,1,1,1,1,1,32,Washington,DC,20009,14,0,1,2,3,1,1,1,Real Bed,125,2,0,0,0,25,2,$25.00 ,1,1125,275,10/3/15,3,4/23/15,4/28/15,100,10,10,1,1,0,0,1,0.55
"DuPont Dream, walk to Metro",17633,Charlotte,5/18/09,2009,3,1,32,32,0,1,32,Washington,DC,20037,14,0,1,1,2,1,1,1,Real Bed,139,2,827,3100,100,55,3,$0.00 ,2,365,317,10/3/15,59,8/14/11,6/18/15,92,9,10,1,3,0,1,29,1.17
Large Apartment in Dupont Circle,39224004,Jonathan,7/22/15,2015,0,1,1,1,1,1,32,Washington,DC,20009,14,0,1,1,4,1,1,2,Real Bed,149,2,900,2895,0,100,1,$0.00 ,3,1125,43,10/3/15,0,0,0,0,0,0,1,2,0,0,1,0
Quiet Oasis in Dupont,12830388,Jessica,3/5/14,2014,4,1,1,1,0,1,32,Washington,DC,20036,14,0,1,1,2,1,0,1,Real Bed,179,3,1000,3000,0,0,1,$0.00 ,20,1125,208,10/3/15,55,4/1/14,9/13/15,94,10,9,1,2,0,0,1,2.99
8th Floor Apt. in the Heart of DC,44788036,Dennys,9/21/15,2015,0,1,1,1,1,1,61,Washington,DC,20005,14,0,1,1,2,1,1,1,Real Bed,120,2,0,0,0,0,1,$0.00 ,1,1125,13,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
T Street Serenity- Suite 3,28827689,Carolyn,3/5/15,2015,3,1,23,23,1,1,96,Washington,DC,20009,14,0,8,2,2,1,1,1,Real Bed,120,2,0,0,0,0,1,$0.00 ,1,1125,282,10/3/15,6,4/13/15,8/7/15,87,9,9,1,3,0,0,23,1.03
Spacious 1BR in the heart of Dupont,1864688,Art,3/5/12,2012,3,1,7,7,0,1,32,Washington,DC,20036,14,0,1,1,2,1,1,1,Real Bed,135,2,0,3150,0,75,1,$0.00 ,10,367,10,10/3/15,67,3/28/13,6/25/15,93,9,9,1,2,0,0,6,2.18
Dupont Private Room Meridian Manor,1386702,John,11/8/11,2011,4,1,12,12,1,1,96,Washington,DC,20009,14,0,8,2,3,1,1,1,Real Bed,99,2,0,0,0,0,2,$25.00 ,2,1125,361,10/3/15,3,7/17/15,9/6/15,93,9,10,1,1,0,0,12,1.14
BEST LOCATION: U ST-DUPONT 2BR-2BA,1468884,Margarita,12/3/11,2011,4,0,2,2,0,1,96,Washington,DC,20009,14,0,1,1,6,2,2,2,Real Bed,220,3,0,0,220,65,4,$35.00 ,2,30,304,10/3/15,50,1/18/15,9/25/15,94,9,10,1,3,0,0,2,5.79
Well Located Studio With A View!,30872836,Joseph,4/8/15,2015,2,1,1,1,1,1,32,Washington,DC,20009,14,0,1,1,3,1,0,1,Real Bed,150,2,0,0,0,0,1,$0.00 ,2,1125,322,10/3/15,1,4/25/15,4/25/15,80,10,6,1,1,0,0,1,0.19
Dupont Stay - Luxury Shared Room,40989799,Elvis,8/9/15,2015,4,1,3,3,0,1,32,Washington,DC,20009,14,0,8,3,6,4,1,4,Real Bed,36,1,0,0,0,0,1,$36.00 ,2,14,343,10/3/15,2,9/16/15,9/25/15,100,9,10,1,3,0,0,3,2
Perfect bedroom in VERY central DC,2070536,Joel,4/4/12,2012,4,0,2,2,0,1,61,Washington,DC,20005,14,0,8,2,2,1.5,1,1,Real Bed,150,2,1000,4000,0,20,1,$25.00 ,2,120,359,10/3/15,68,4/15/12,9/18/15,97,10,9,1,2,1,1,2,1.61
2 Bed - Dupont/Adams Morgan/U St,3104115,Olivier,7/30/12,2012,4,1,1,1,1,1,96,Washington,DC,20009,14,0,1,1,4,1,2,2,Real Bed,172,3,1023,3612,0,30,1,$0.00 ,2,365,77,10/3/15,20,4/8/13,9/21/15,88,9,8,1,1,0,0,1,0.66
Cozy room in a Dupont rowhouse,1278314,Christian,10/11/11,2011,0,1,1,1,0,1,55,Washington,DC,20008,14,0,8,2,2,1,1,1,Real Bed,70,2,450,0,0,0,1,$0.00 ,1,1125,14,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
Lovely studio- Dupont Circle,15344735,Gilles,5/10/14,2014,3,1,1,1,0,1,32,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,99,2,0,0,0,10,1,$0.00 ,3,1125,148,10/2/15,2,4/19/15,7/28/15,80,8,8,1,3,0,0,1,0.36
"Dupont Top Floor Loft, Great View!",22851250,Ashish,10/22/14,2014,4,1,1,1,0,1,61,Washington,DC,20005,14,0,1,1,2,1,1,1,Real Bed,165,3,1071,3780,0,60,1,$75.00 ,1,29,351,10/2/15,19,2/16/15,9/28/15,89,10,9,1,1,0,0,1,2.48
"[1732] 1 BR, 1.5 Bath Exec Suite",25188,Seamless,7/10/09,2009,0,1,480,480,0,1,99,Washington,DC,20037,14,0,1,1,2,1.5,1,1,Real Bed,269,4,0,5600,0,0,1,$0.00 ,4,730,365,10/3/15,0,0,0,0,0,0,1,4,0,1,5,0
Bright 1 Bedroom Dupont/AdamsMorgan,8085156,Molly,8/11/13,2013,3,1,1,1,0,1,32,Washington,DC,20009,14,0,1,1,3,1,1,1,Real Bed,119,2,0,0,130,15,2,$15.00 ,1,4,23,10/3/15,11,11/18/14,7/5/15,98,10,10,1,1,0,0,1,1.03
Sunny 2 Bedroom in Dupont,20464495,Monica,8/24/14,2014,0,1,2,2,1,1,32,Washington,DC,20009,14,0,1,1,4,1,2,2,Real Bed,150,2,950,0,0,0,1,$0.00 ,2,1125,0,10/2/15,0,0,0,0,0,0,1,1,0,0,2,0
Beautiful Spacious Apartment,1864688,Art,3/5/12,2012,4,1,7,7,0,1,32,Washington,DC,20008,14,0,1,1,5,1,1,2,Real Bed,145,2,0,2950,0,55,2,$15.00 ,4,1000,300,10/2/15,74,8/15/13,9/26/15,93,9,9,1,2,0,0,6,2.85
Great location @ renovated building,23080922,Joao,10/28/14,2014,0,1,1,1,1,1,96,Washington,DC,20009,14,0,1,1,4,1,1,2,Real Bed,110,2,702,2478,0,0,1,$0.00 ,7,1125,55,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
Incredible Location Private 1BR/1BA,28229403,Dave,2/23/15,2015,0,1,1,1,0,1,96,Washington,DC,20009,14,0,1,2,2,1,1,1,Real Bed,88,2,0,1900,250,20,1,$10.00 ,1,1125,8,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
Great 1 bedroom in best DC location,43812627,Marc,9/9/15,2015,4,1,1,1,0,1,96,Washington,DC,20009,14,0,1,1,4,1,1,2,Real Bed,99,2,650,0,0,50,1,$0.00 ,2,1125,18,10/2/15,1,9/30/15,9/30/15,80,10,10,1,2,0,0,1,1
Dupont Condo. Prime Location. #3,41047431,William,8/10/15,2015,0,1,6,6,0,1,32,Washington,DC,20036,14,0,1,1,1,1,1,1,Real Bed,132,2,0,3960,0,75,1,$0.00 ,5,1125,328,10/3/15,0,0,0,0,0,0,1,1,0,0,6,0
Entire Dupont Circle Condo Unit,3873893,Feras,10/15/12,2012,4,1,2,2,0,1,32,Washington,DC,20036,14,0,1,1,3,1,1,2,Real Bed,175,3,1187,4750,220,30,2,$50.00 ,1,1125,348,10/3/15,19,4/17/15,9/17/15,94,10,9,1,1,0,0,2,3.35
"Spacious, English Garden Charmer",23892296,Carolyn,11/18/14,2014,4,1,1,1,1,1,61,Washington,DC,20005,14,0,1,1,3,1,1,1,Real Bed,129,2,750,2880,0,50,2,$20.00 ,2,1125,337,10/3/15,30,1/15/15,9/25/15,94,9,9,1,3,0,0,1,3.44
Cosy Dupont Circle 1 bedroom,3210343,Laura,8/9/12,2012,3,1,1,1,0,1,32,Washington,DC,20036,14,0,1,1,3,1,1,1,Pull-out Sofa,110,2,725,2300,200,40,0,$0.00 ,2,1125,309,10/3/15,16,9/4/13,8/5/15,98,10,10,1,3,0,0,1,0.63
Location!  Lovely Studio in Dupont,10345657,Khanh,11/30/13,2013,4,1,1,1,0,1,96,Washington,DC,20009,14,0,1,1,2,1,0,1,Real Bed,110,2,650,1900,0,0,1,$0.00 ,2,31,275,10/3/15,36,12/16/13,11/23/14,89,9,8,1,1,0,0,1,1.64
Dupont Circle Apartment #2,1386702,John,11/8/11,2011,4,1,12,12,1,1,96,Washington,DC,20009,14,0,1,1,3,1,1,1,Real Bed,95,2,0,2550,0,40,1,$10.00 ,2,100,168,10/3/15,15,7/18/14,9/21/15,95,9,10,1,3,0,0,12,1.02
Dupont 2 Royal Rose,39742620,Arlene,7/27/15,2015,0,1,4,4,1,1,2,Washington,DC,20009,14,0,1,1,6,1,2,4,Real Bed,199,3,1195,3895,250,95,6,$15.00 ,1,1125,345,10/3/15,0,0,0,0,0,0,1,3,0,0,4,0
Luxury Apartment in Dupont Circle,7529849,Rafael,7/16/13,2013,0,1,1,1,1,1,32,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,149,2,999,2400,500,60,1,$0.00 ,2,365,80,10/3/15,0,0,0,0,0,0,1,3,0,0,1,0
A fabulous one bedroom/one bathroom,7985565,Travis,8/6/13,2013,3,1,1,1,1,1,32,Washington,DC,20036,14,0,1,1,2,1,1,1,Real Bed,203,3,0,0,100,12,1,$0.00 ,2,1125,1,10/2/15,12,10/16/14,7/25/15,95,10,9,1,2,0,0,1,1.02
Charming top floor studio!,4112363,Julia,11/10/12,2012,0,1,1,1,1,1,96,Washington,DC,20009,14,0,1,1,2,1,0,1,Real Bed,200,3,0,0,0,0,1,$0.00 ,1,1125,46,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
"Cozy Pied-a-Terre, the Heart of DC",7220554,TheoDora,7/1/13,2013,3,1,1,1,0,1,96,Washington,DC,20009,14,0,1,1,2,1,0,1,Real Bed,90,2,0,0,0,30,1,$0.00 ,2,1125,175,10/2/15,19,1/3/15,7/1/15,96,10,10,1,1,0,0,1,2.08
Urban Living in Historic Townhouse,5487930,Mark,3/16/13,2013,4,1,5,5,0,1,96,Washington,DC,20009,14,0,8,2,2,1,1,1,Real Bed,99,2,790,1700,0,50,1,$15.00 ,7,1125,339,10/3/15,1,9/22/15,9/22/15,80,6,2,1,2,0,0,5,1
"Perfect location, 2b modern apt.",89849,Serrana,3/8/10,2010,3,1,1,1,0,1,32,Washington,DC,20036,14,0,1,1,4,1,2,2,Real Bed,240,3,1500,0,0,70,2,$20.00 ,5,60,355,10/3/15,22,1/17/14,7/26/15,99,10,10,1,2,0,0,1,1.06
Dupont Apt 3-min walk metro,767543,Dana,7/1/11,2011,3,1,5,5,0,1,32,Washington,DC,20009,14,0,1,1,4,1,1,3,Real Bed,259,4,0,4000,0,0,2,$15.00 ,3,1125,351,10/3/15,7,3/14/12,7/24/15,97,9,10,1,2,0,0,4,0.16
Room available in a Group House,14229159,Dominick,4/13/14,2014,3,1,3,3,0,1,32,Washington,DC,20009,14,0,8,2,2,1,1,1,Real Bed,100,2,0,1400,0,0,1,$0.00 ,4,1125,275,10/3/15,1,8/31/14,8/31/14,80,8,8,1,2,0,0,3,0.08
Best of DC in Dupont Circle/U St,3142082,Tom,8/2/12,2012,4,0,3,3,0,1,96,Washington,DC,20009,14,0,1,1,4,2,2,2,Real Bed,300,4,0,4800,0,0,1,$0.00 ,1,1125,292,10/3/15,32,4/1/13,9/15/15,98,10,10,1,3,0,0,2,1.05
Chic 1 bedroom close to 14th & U,37326837,Kristen,7/2/15,2015,4,1,1,1,0,1,96,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,150,2,0,0,0,0,1,$0.00 ,1,1125,345,10/3/15,2,7/26/15,9/22/15,90,9,9,1,1,0,0,1,0.86
Dupont 2 Dream,40629622,Kenneth,8/5/15,2015,4,1,4,4,1,1,2,Washington,DC,20009,14,0,1,1,4,1,1,2,Real Bed,119,2,750,2495,150,75,4,$15.00 ,1,1125,346,10/3/15,1,9/8/15,9/8/15,80,8,8,1,3,0,0,4,1
Dupont 1 Bedroom Top Floor Apt,14138499,Zach,4/10/14,2014,3,1,1,1,0,1,32,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,145,2,0,0,0,20,1,$0.00 ,2,1125,150,10/3/15,5,4/20/15,8/12/15,100,10,10,1,1,0,0,1,0.9
Beautiful Apt in Heart of Dupont,37149052,Syd,6/30/15,2015,0,1,2,2,1,1,32,Washington,DC,20009,14,0,1,1,9,2,3,3,Real Bed,418,5,2100,5355,0,70,1,$0.00 ,3,6,365,10/3/15,0,0,0,0,0,0,1,1,0,0,2,0
GREAT APARTMENT AT DUPONT CIRCLE,312046,Mathieu,12/7/10,2010,3,1,1,1,0,1,32,Washington,DC,20036,14,0,6,1,4,1,1,2,Real Bed,129,2,799,2799,400,0,1,$0.00 ,5,1125,1,10/3/15,2,5/25/15,6/20/15,100,10,10,1,3,0,0,1,0.45
"Fully Renovated 1br, Historic Bldg",52413,Gina,11/8/09,2009,4,1,1,1,1,1,32,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,210,3,0,0,0,50,1,$0.00 ,2,1125,359,10/3/15,6,6/8/15,9/28/15,96,10,10,1,2,0,0,1,1.53
[1143-1]1BR At Westbrooke Place,25188,Seamless,7/10/09,2009,0,1,480,480,0,1,99,Washington,DC,20037,14,0,1,1,2,1,1,1,Real Bed,299,4,0,6325,0,0,1,$0.00 ,4,365,365,10/3/15,0,0,0,0,0,0,1,4,0,1,5,0
Charming Flat in Dupont Circle,2910682,David,7/12/12,2012,3,1,2,2,0,1,32,Washington,DC,20009,14,0,1,1,6,1,2,3,Real Bed,222,3,1357,4788,0,0,4,$40.00 ,1,1125,0,10/3/15,9,7/22/15,8/18/15,84,9,9,1,2,0,0,2,3.65
Great space in Historic Townhouse 5,5487930,Mark,3/16/13,2013,2,1,5,5,0,1,96,Washington,DC,20009,14,0,8,2,2,2.5,1,1,Real Bed,115,2,750,1775,0,50,1,$20.00 ,4,1125,337,10/3/15,3,11/28/14,5/19/15,80,8,8,1,3,0,0,5,0.29
Great Deal in Dupont,7785611,Joanna,7/28/13,2013,2,1,1,1,0,1,32,Washington,DC,20036,14,0,1,1,2,1,1,1,Real Bed,99,2,699,0,100,40,1,$0.00 ,7,1125,113,10/3/15,7,11/20/13,4/21/14,98,10,9,0,3,0,0,1,0.31
Heart of the Gayborhood,44799699,Tim,9/22/15,2015,0,1,1,1,0,1,32,Washington,DC,20008,14,0,1,2,2,1,1,1,Real Bed,100,2,0,0,0,25,1,$25.00 ,1,1125,352,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Dupont Circle Apartment,3750664,Peter,10/3/12,2012,4,1,1,1,1,1,32,Washington,DC,20009,14,0,1,1,2,1,1,2,Real Bed,130,2,600,1900,0,0,1,$20.00 ,4,50,11,10/3/15,8,5/15/14,9/15/15,95,10,10,1,1,0,0,1,0.47
1 Bedroom in BEST location in DC,24361527,Osiris,12/1/14,2014,4,1,2,2,0,1,96,Washington,DC,20009,14,0,1,2,2,1,1,1,Real Bed,75,2,420,0,0,0,2,$30.00 ,1,1125,322,10/3/15,3,9/21/15,9/30/15,100,10,10,1,1,0,0,2,3
Near metro. Near night life. 1 BR.,41885785,Adam,8/19/15,2015,0,1,1,1,1,1,32,Washington,DC,20009,14,0,1,1,2,1,2,1,Real Bed,99,2,650,0,99,50,1,$0.00 ,1,1125,19,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Welcome To My Space,6868704,Sean,6/12/13,2013,4,1,1,1,0,1,61,Washington,DC,20005,14,0,1,1,2,1,0,1,Real Bed,115,2,800,3150,200,50,2,$50.00 ,3,25,64,10/3/15,44,4/8/14,9/28/15,96,10,10,1,2,0,0,1,2.43
"Dupont Rm, breakfast, 3 min 2 metro",767543,Dana,7/1/11,2011,2,1,5,5,0,1,32,Washington,DC,20009,14,0,2,2,2,1,1,1,Real Bed,215,3,0,3000,0,0,3,$0.00 ,3,7,275,10/3/15,2,1/23/12,5/20/15,100,9,9,1,3,0,0,4,0.04
Walk to WhiteHouse Penthouse_2Br2Ba,5778691,Corbett,4/5/13,2013,0,1,6,6,1,1,61,Washington,DC,20005,14,0,6,1,6,2,2,3,Real Bed,179,3,0,0,0,40,1,$0.00 ,1,27,78,10/3/15,0,0,0,0,0,0,1,2,1,1,6,0
Sunny 1BR Apartment in Dupont,29814693,Sean,3/22/15,2015,2,1,1,1,1,1,32,Washington,DC,20009,14,0,1,1,2,1,1,1,Real Bed,199,3,774,0,0,0,1,$0.00 ,1,1125,169,10/3/15,7,4/24/15,5/31/15,93,10,9,0,3,0,0,1,1.29
Great 2BR Apartment - Dupont Circle,1327073,Ibrahim,10/23/11,2011,3,1,1,1,1,1,32,Washington,DC,20036,14,0,1,1,4,1,2,2,Real Bed,140,2,750,0,0,30,1,$0.00 ,1,1125,264,10/3/15,2,6/25/15,8/5/15,100,10,8,1,1,0,0,1,0.59
The Red House,1386702,John,11/8/11,2011,3,1,12,12,1,1,96,Washington,DC,20009,14,0,8,1,11,5,6,6,Real Bed,195,3,6000,0,500,150,1,$125.00 ,2,180,364,10/3/15,1,7/31/15,7/31/15,80,10,10,1,3,0,0,12,0.46
Sunny Studio in Downtown DC,3003748,Adam,7/20/12,2012,0,1,1,1,1,1,61,Washington,DC,20005,14,0,1,1,3,1,0,1,Real Bed,115,2,0,0,0,0,1,$0.00 ,1,1125,287,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
DuPont/Adams Morgan row house,10555363,Barry,12/10/13,2013,4,1,1,1,0,1,96,Washington,DC,20009,14,0,8,2,2,1.5,1,1,Real Bed,99,2,650,0,0,0,1,$0.00 ,1,14,345,10/3/15,5,5/15/15,9/14/15,100,10,10,1,1,0,0,1,1.06
